,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU,Mean correctness,Mean readability,Mean hallucination
0,RU,Phi4,4.0,,Food,Бионико имеет country Мексика. Мексика имеет language Испанский язык. Мексика имеет leader Сильвано Ауреолес Конехо. Бионико имеет dishVariation Зернёный творог. Бионико имеет course Десерт. ,"['Бионико - блюдо из Мексики, подающееся в качестве десерта и готовящееся из зерненого творога. Сильвано Ауреолес Конехо является здесь лидером, а язык - испанский.', 'В Мексике говорят на испанском языке, а лидером является Сильвано Ауреолес Конехо. Бионико, изобретенный в Мексике, подаётся в качестве десерта , а также его можно разнообразить с помощью использования зерненого творога.', 'Десерт, который подают в Мексике - Бионико, можно разнообразить, используя зернёный творог. Языком Мексики является Испанский, а лидером является Сильвано Ауреолес Конехо.']",Бионико находится в Мексике. В Мексике говорят на испанском языке. Руководителем Мексики является Сильвано Ауреолес Конехо. В Бионико подают десертный творог.,Id941,0.8260623415311178,0.4257345199584961,0.7453671037480124,,0.9,0.5333333333333333,0.3666666666666667
1,RU,Phi4,4.0,,Food,суп Бинигнит имеет ingredient таро. ,"['Суп Бинигнит - это ингредиент, найденный в таро.', 'Таро - ингредиент супа Бинигнит.', 'Таро - это ингредиент супа Бинигнит.']",Суп Бинигнит имеет ингредиент таро.,Id919,0.8722628156344095,0.4648931423823039,0.7620930031183507,,1.0,0.7000000000000001,0.0
2,RU,Phi4,4.0,,Food,суп Бинигнит имеет ingredient Батат. суп Бинигнит имеет region Висайские острова. суп Бинигнит имеет mainIngredient Кокосовое молоко. суп Бинигнит имеет country Филиппины. ,"['Суп Бинигнит родом с Висайских островов, из региона Филиппин. Его основные ингредиенты - батат и кокосовое молоко.', 'Батат и кокосовое молоко – ингредиенты в супе Бинигнит, который родом с Висайских островов на Филиппинах.', 'Суп Бинигнит, который состоит из батата и кокосового молока, – блюдо из района Висайских островов Филиппин.']","Суп Бинигнит имеет ингредиент Батат, происходит из Висайских островов, основным ингредиентом является кокосовое молоко, и он из Филиппин.",Id17,0.8340867360432943,0.5013758639494578,0.6499715698109456,,0.9666666666666667,0.7666666666666666,0.2333333333333333
3,RU,Phi4,4.0,,Building,"Соединённые Штаты Америки имеет language Английский язык. Соединённые Штаты Америки имеет leaderTitle Президент США. Соединённые Штаты Америки имеет leader Байден, Джо. Делавэр-авеню 250 имеет location Соединённые Штаты Америки. Соединённые Штаты Америки имеет ethnicGroup белые американцы. ","['Джо Байден – лидер Соединенных Штатов, главой которых является президент. Белые американцы – одна из этнических групп страны, в которой используется английский язык и на территории которой находится Делавэр-авеню 250.', 'Делавэр-авеню 250 находится в США, где говорят по-английски. Президент США является главным лидером, наряду с Джо Байденом, а этническая группа в стране - белые американцы.']","Соединённые Штаты Америки говорят на английском языке. Президентом США является Байден, Джо. Делавэр-авеню 250 находится в Соединённых Штатах Америки. Белые американцы - одна из этнических групп в Соединённых Штатах Америки.",Id438,0.8276930153369904,0.4643763601779938,0.673833249811535,,1.0,0.6,0.0
4,RU,Phi4,4.0,,Astronaut,"Шепард, Алан имеет almaMater NWC, M.A. 1957. Шепард, Алан имеет deathPlace Калифорния. Шепард, Алан имеет birthPlace Нью-Гэмпшир. Шепард, Алан имеет deathDate 1998-07-21. Шепард, Алан имеет birthDate 1923-11-18. ","['Алан Шепард родился в Нью-Гэмпшире 18 ноября 1923 года. Окончил NWC в 1957 году магистром гуманитарных наук. 21 июля 1998 года он скончался в Калифорнии.', 'Алан Шепард родился 18 ноября 1923 года в Нью-Гэмпшире и скончался 21 июля 1998 года в Калифорнии. В 1957 году он окончил NWC со степенью магистра гуманитарных наук.', 'Алан Шепард родился 18 ноября 1923 года в Нью-Гэмпшире и скончался 21 июля 1998 года в Калифорнии. В 1957 году он окончил степень магистра по специальности « М.А. ».']",Алан Шепард родился 18 ноября 1923 года в Нью-Гэмпшире. Он умер 21 июля 1998 года в Калифорнии. Алан Шепард получил степень магистра (M.A.) в 1957 году в Нортвестернском университете (NWC).,Id727,0.844536304473877,0.6227107644081116,0.6909152384697443,,0.9666666666666667,0.9,0.0
5,RU,Phi4,4.0,,SportsTeam,Массимо Драго имеет club Пескара (футбольный клуб). ,"['Массимо Драго прикреплен к ФК ""Пескара"".']",Массимо Драго владеет футбольным клубом Пескара.,Id999,0.774355411529541,0.399811327457428,0.4254470312461562,,1.0,1.0,0.3333333333333333
6,RU,Phi4,4.0,,Building,Калифорния имеет isPartOf Калифорния. ,['Пасифик Гров - часть Калифорнии.'],Калифорния является частью Калифорнии.,Id896,0.7937156558036804,0.4094078540802002,0.4567636401339129,,0.55,0.9333333333333332,0.7666666666666666
7,RU,Phi4,4.0,,Food,"“Беконный взрыв” / Bacon Explosion имеет country Соединённые Штаты Америки. Соединённые Штаты Америки имеет leader Обама, Барак. Соединённые Штаты Америки имеет ethnicGroup Американцы азиатского происхождения. Соединённые Штаты Америки имеет capital Вашингтон (округ Колумбия). ","['«Беконный взрыв» возник в США, где Барак Обама является лидером, Вашингтон - столица, и где американцы азиатского происхождения являются этнической группой.', 'Соединенные Штаты Америки, столица которых Вашингтон, возглавляет Барак Обама. Американцы азиатского происхождения - одна из этнических групп в Соединенных Штатах. Страна также является родиной “Беконного взрыва”.']","""Bacon Explosion"" - это блюдо из Соединённых Штатов Америки. В Соединённых Штатах Америки президент - Обама, Барак. В Соединённых Штатах Америки есть этническая группа американцы азиатского происхождения. Столица Соединённых Штатов Америки - Вашингтон (округ Колумбия).",Id1030,0.8029150664806366,0.3731505125761032,0.4701399024555758,,0.8666666666666667,0.6333333333333333,0.25
8,RU,Phi4,4.0,,Building,"бул. Север Ласаль 300 имеет location Чикаго. Чикаго имеет leader Эмануэль, Рам. Чикаго имеет country Соединённые Штаты Америки. ","['Бульвар Север Ласаль 300 находится в Чикаго (лидером которого является Рам Эмануэль), США.', 'Рам Эмануэль - лидер Чикаго, США, где находится бульвар Север Ласаль 300.', 'Бул. Север Ласаль 300 находится в Чикаго, США. Рам Эмануэль возглавляет Чикаго.']",Бул. Север Ласаль 300 находится в Чикаго. Чикаго возглавляет Эмануэль Рам. Чикаго находится в Соединённых Штатах Америки.,Id529,0.8136394023895264,0.5326633056004842,0.619506085433832,,0.9,0.6333333333333334,0.0
9,RU,Phi4,4.0,,Astronaut,"Шепард, Алан имеет mission Аполлон-14. Шепард, Алан имеет occupation летчик-испытатель. Шепард, Алан имеет birthPlace Нью-Гэмпшир. Аполлон-14 имеет operator НАСА. ","['Алан Шепард родился в Нью-Гэмпшире, был летчиком-испытателем в составе ""Аполлона-14"" под эгидой НАСА.', 'Алан Шепард, родом из Нью-Гэмпшира, присоединился к НАСА в качестве летчика-испытателя, а также стал членом ""Аполлона-14"".', 'Алан Шепард, родом из Нью-Гэмпшира, служил летчиком-испытателем, а также был членом экипажа НАСА, выполнявшего миссию ""Аполлона-14"".']","Алан Шепард, летчик-испытатель, родился в Нью-Гэмпшире и участвовал в миссии Аполлон-14 НАСА.",Id191,0.8324036598205566,0.4110366801420848,0.6919144250771756,,1.0,0.9333333333333332,0.0
