,index,Unnamed: 0,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
0,579,579,RU,Phi4,4.0,,Food,суп Бинигнит имеет ingredient Батат. суп Бинигнит имеет mainIngredient Саго. ,"['Саго - главный ингредиент в супе Бинигнит, но в нем также используется батат.', 'Ингредиенты супа Бинигнит - батат и саго.', 'Батат и саго - главные ингредиенты супа Бинигнит.']",Суп Бинигнит имеет ингредиент Батат. Суп Бинигнит имеет основной ингредиент Саго.,Id580,0.7980161309242249,0.324121743440628,0.4186513059369241,
1,737,737,RU,Phi4,4.0,,University,School of Business and Social Sciences at the Aarhus University имеет numberOfStudents 16000. ,"['Школа бизнеса и социальных наук в Орхусском университете насчитывает 16000 студентов.', 'Число студентов Орхусского университета в Школе бизнеса и общественных наук составляет 16000 человек.', 'В Школе бизнеса и социальных наук в Университете Орхуса учатся 16000 студентов.', 'В Школе бизнеса и социальных наук Орхусского университета обучается 16000 студентов.', 'Школа бизнеса и социальных наук Орхусского университета насчитывает 16 000 учащихся.', 'Число студентов в Школе бизнеса и социальных наук в Орхусском университете - 16000 человек.']",Школа бизнеса и социальных наук в Университете Аархуса имеет 16000 студентов.,Id738,0.8817478617032369,0.5808795889218649,0.8819766565089227,
2,257,257,RU,Phi4,4.0,,Building,Адишам Холл имеет architecturalStyle Tudor and Jacabian. Адишам Холл имеет completionDate 1931 год. Адишам Холл имеет location Хапутале. ,"['Адишам Холл находится в Хапутале и был выполнен в Тюдоровском и Якобинском стилях в 1931 году.', 'Адишам Холл, выполненный в Тюдоровском и Якобинском стиле, был построен в 1931 году и расположен в Хапутале.', 'Адишам Холл в Хапутале был выполнен в 1931 году в Тюдоровском и Якобинском стилях.']",Адишам Холл имеет архитектурный стиль Тюдор и Якобейский. Адишам Холл был завершен в 1931 году. Адишам Холл находится в Хапутале.,Id258,0.8203035990397135,0.4501659870147705,0.5426593690526279,
3,400,400,RU,Phi4,4.0,,Building,Адэр Манор имеет completionDate 1862 год. Адэр Манор имеет architect Джеймс Пейн (муж). Адэр Манор имеет owner Джон Патрик Макманус (муж). ,"['Джеймс Пейн был архитектором Адэр Манор, который был завершен в 1862 году и принадлежит Джону Патрику Макманусу.', 'Джеймс Пейн спроектировал Адэр Манор, который был завершен в 1862 году. Владелец - Джон Патрик Макманус.']",Адэр Манор был завершен в 1862 году. Архитектор Адэр Манора - Джеймс Пейн (муж). Собственником Адэр Манора является Джон Патрик Макманус (муж).,Id401,0.8126794397830963,0.5454795956611633,0.5777693691132145,
4,111,111,RU,Phi4,4.0,,Airport,Антверпен (аэропорт) имеет operatingOrganisation фламандское правительство. Антверпен (аэропорт) имеет owner Фламандский регион. Антверпен (аэропорт) имеет elevationAboveTheSeaLevel 12.0. Антверпен (аэропорт) имеет runwayLength 600.0. ,"['Международный аэропорт Антверпен находится в ведении фламандского правительства, находящегося в собственности Фламандского региона, находится на высоте 12 метров над уровнем моря, а длина взлетно-посадочной полосы составляет 600,0.', 'Фламандское правительство эксплуатирует Международный аэропорт Антверпен, принадлежащий фламандскому региону. Аэропорт расположен на высоте 12,0 метров над уровнем моря, а длина взлетно-посадочной полосы - 600,0.', 'Международный аэропорт Антверпена принадлежит Фламандскому региону и управляется фламандским правительством. Аэропорт имеет взлетно-посадочную полосу длиной 600,00 метров и расположен на высоте 12 метров над уровнем моря.']","Антверпен (аэропорт) управляется фламандским правительством, принадлежит фламандскому региону, расположен на высоте 12.0 метров над уровнем моря и имеет взлетно-посадочную полосу длиной 600.0 метров.",Id112,0.867084781328837,0.5551017721494039,0.8421893641074149,
5,141,141,RU,Phi4,4.0,,Food,Баксо имеет ingredient Вермишель. ,"['Вермишель - это ингредиент в Баксо.', 'Вермишель - это ингредиент блюда Баксо.', 'Вермишель включена в Баксо.']",Баксо содержит вермишель.,Id142,0.7926785349845886,0.3038339714209239,0.4818584480886459,
6,202,202,RU,Phi4,4.0,,Building,Общественные бани Ашера Леви имеет location Нью-Йорк. Нью-Йорк имеет country Соединённые Штаты Америки. Нью-Йорк имеет isPartOf Манхэттен. Нью-Йорк имеет isPartOf Новые Нидерланды. ,"['Общественные бани Ашера Леви находятся в Нью-Йорке, США, который является частью Манхэттена. Нью-Йорк входил в состав Новых Нидерландов.', 'Общественные бани Ашера Леви находятся в Нью-Йорке, на Манхэттене, в Новых Нидерландах в США.', 'Общественные бани Ашера Леви находятся в Нью-Йорке, на острове Манхэттен, в Нью-Йорке, в США. Нью-Йорк был частью того, что было Новыми Нидерландами.']","Общественные бани Ашера Леви находятся в Нью-Йорке, который является частью Соединённых Штатов Америки. Нью-Йорк является частью Манхэттена и Новых Нидерландов.",Id203,0.8696030775705973,0.6469287872314453,0.7641559766953422,
7,192,192,RU,Phi4,4.0,,University,Карнатака имеет hasToItsWest Аравийское море. Технологический институт Ачарья имеет state Карнатака. ,"['Технологический институт Ачарья находится в штате Карнатака, который омывается Аравийским морем на западе.', 'Технологический институт Ачарья находится в штате Карнатака, который на западе омывается Аравийским морем.']",Карнатака имеет Аравийское море на западе. Технологический институт Ачарья находится в штате Карнатака.,Id193,0.8853018283843994,0.6928898692131042,0.7779437546266595,
8,183,183,RU,Phi4,4.0,,Astronaut,"Шепард, Алан имеет deathDate 1998-07-21. Шепард, Алан имеет deathPlace Калифорния. Калифорния имеет senators Файнстайн, Дайэнн. ","['Дайэнн Файнстайн - сенатор в Калифорнии, где 21 июля 1998 года умер Алан Шепард.', 'Алан Шепард умер 21 июля 1998 года в Калифорнии (сенатором которой стала Дайэнн Файнстайн).']",Алан Шепард умер 21 июля 1998 года в Калифорнии. В Калифорнии сенатором является Дайэнн Файнстайн.,Id184,0.8954832851886749,0.6837238669395447,0.7640647885793949,
9,946,946,RU,Phi4,4.0,,Building,Госпиталь Ампара имеет country Шри-Ланка. Госпиталь Ампара имеет region Ампара (округ). Госпиталь Ампара имеет bedCount 476. ,"['Госпиталь Ампара на 476 койко-мест находится в Ампаре, Шри-Ланка.', 'Госпиталь Ампара, которые имеет 476 коек, расположен в Ампаре, Шри-Ланка.']","Госпиталь Ампара находится в стране Шри-Ланка, в регионе Ампара (округ) и имеет 476 кроватей.",Id947,0.8154971599578857,0.4956601560115814,0.6128053426529028,
10,1614,1614,RU,Phi4,,0.8,Food,асам педас имеет country Малайзия. Малайзия имеет ethnicGroup Китайцы в Малайзии. Малайзия имеет ethnicGroup малайский/малазийский малаец. Малайзия имеет capital Куала-Лумпур. асам педас имеет region Sumatra and Malay Peninsula. ,"['Китайцы в Малайзии и малайцы - это этнические группы в Малайзии, где столица - Куала-Лумпур. Там также распространено блюдо асам педас, которое происходит из региона Суматры и полуострова Малакка.', 'Блюдо асам педас, происходящее из регионов Суматры и Малайского полуострова, распространено в Малайзии. Это страна, где столица - Куала-Лумпур, и где малайцы и китайцы в Малайзии - этнические группы.', 'Асам педас происходит с острова Суматра и полуострова Малакка - регионов Малайзии. Малайзия, столица которой Куала-Лумпур, является родиной малайцев и Китайцев в Малайзии.']","Ассам Педас находится в Малайзии. Малайзия имеет этнические группы такие, как китайцы и малайцы/малазийцы. Столицей Малайзии является Куала-Лумпур. Ассам Педас расположен на Суматре и Малайском полуострове.",Id513,0.8280460834503174,0.4064325988292694,0.6767989079873179,
11,1861,1861,RU,Phi4,,0.8,Astronaut,"Андерс, Уильям имеет dateOfRetirement 1969-09-01. Андерс, Уильям имеет mission Аполлон-8. Андерс, Уильям имеет nationality Соединённые Штаты Америки. Андерс, Уильям имеет birthPlace Британский Гонконг. Аполлон-8 имеет backupPilot Олдрин, Базз. Аполлон-8 имеет crewMembers Борман, Фрэнк. Аполлон-8 имеет operator НАСА. ","['Уильям Андерс родился в Британском Гонконге, будучи гражданином США. Он входил в экипаж ""Аполлона-8"" под управлением НАСА. Его резервным пилотом стал Базз Олдрин. Андерс вышел в отставку 1 сентября 1960 года.', 'Уильям Андерс из США, но родился в Британском Гонконге. Вместе с Фрэнком Борманом он работал в команде НАСА, управляющего ""Аполлоном-8"" до того, как вышел на пенсию 01.09.1969. Резервным пилотом ""Аполлона-8"" стал Базз Олдрин.', 'Уильям Андерс был из США, а он родился в британском Гонконге. Вместе с Фрэнком Борманом он крестил NASA под управлением Apollo 8 до того, как он вышел на пенсию 1969-09-01. Резервным пилотом ""Аполлон-8"" стал Базз Олдрин.']","Уильям, который имеет дату выхода на пенсию 1969-09-01, исполнял миссию Аполлон-8. Он гражданин Соединённых Штатов Америки и родился в Британском Гонконге. В миссии Аполлон-8 Олдрин и Базз были пилотами-резервистами, а членами экипажа были Борман и Фрэнк. Миссия Аполлон-8 осуществлялась с участием НАСА.",Id760,0.783152182896932,0.3705264826615651,0.5150335008504103,
12,1844,1844,RU,Phi4,,0.8,University,School of Business and Social Sciences at the Aarhus University имеет academicStaffSize 737. School of Business and Social Sciences at the Aarhus University имеет numberOfStudents 16000. School of Business and Social Sciences at the Aarhus University имеет established 1928 год. ,"['Школа бизнеса и социальных наук в Орхусском университете была создана в 1928 году. В его состав входят 737 научных сотрудников и 16 000 учащихся.', 'Школа бизнеса и социальных наук Орхусского университета была создана в 1928 году. Она насчитывает 16000 студентов и 737 академических сотрудников.', 'Школа бизнеса и социальных наук Орхусского университета была основана в 1928 году и в настоящее время насчитывает 737 сотрудников и 16000 студентов.']",Сchool of Business and Social Sciences at the Aarhus University имеет академический штат из 737 человек. В школе бизнес и социальных наук на Аархусском университете обучается 16000 студентов. Школа была основана в 1928 году.,Id743,0.7908594608306885,0.4712303578853607,0.526317648494411,
13,1753,1753,RU,Phi4,,0.8,Food,арем-арем имеет country Индонезия. арем-арем имеет region яванская кухня. Индонезия имеет leader Джоко Видодо. Индонезия имеет currency Индонезийская рупия. Индонезия имеет language Индонезийский язык. ,"['Арем-арем, блюдо яванской кухни, повсеместно готовят в Индонезии, где лидером является Джоко Видодо. Также там валюта - индонезийская рупия и разговорный язык - индонезийский.']","Арем-арем - это блюдо из региона яванской кухни в Индонезии. Индонезия возглавляема лидером Джоко Видодо, и официальной валютой страны является Индонезийская рупия. Официальным языком Индонезии является индонезийский.",Id652,0.8391743302345276,0.4896905124187469,0.5432599330455098,
14,1918,1918,RU,Phi4,,0.8,Airport,Схипхол имеет cityServed Амстердам. Схипхол имеет runwayName 09/27 Buitenveldertbaan. Схипхол имеет runwayLength 2014.0. Схипхол имеет elevationAboveTheSeaLevel -3.3528. ,"['Обслуживающий город Амстердам Схипхол находится на 3,3528 м ниже уровня моря. Он имеет взлетно-посадочную полосу с названием 09/27 Buitenveldertbaan и взлетно-посадочную полосу длиной 2014,0 м.', 'Аэропорт Схипхол обслуживает город Амстердам и находится на 3,3528 ниже уровня моря. Название взлетно-посадочной полосы - 09/27 Buitenveldertbaan, и она имеет длину - 2014,0.']",Схипхол обслуживает Амстердам. Аэропорт Схипхол имеет взлетно-посадочную полосу по номеру 09/27 Buitenveldertbaan. Длина взлетно-посадочной полосы составляет 2 014.0 метров. Высота аэропорта Схипхол над уровнем моря составляет -3.3528 метра.,Id817,0.8310579657554626,0.4789180010557174,0.6008744290283017,
15,1383,1383,RU,Phi4,,0.8,Food,сэндвич с беконом имеет dishVariation сендвич БиЭлТи / BLT / БСТ. сэндвич с беконом имеет country Великобритания. сэндвич с беконом имеет ingredient Вкусовые добавки. ,"['Сэндвич с беконом – вариация сэндвича БиЭлТи – родом из Великобритании. В эти бутерброды кладут приправы.', 'Британское блюдо сэндвич с беконом использует вкусовые добавки как ингредиент и имеет вариацию под названием сэндвич БиЭлТи.', 'Сэндвич с беконом, это вариация сендвича БиЭлТи, родом из Великобритании и содержит приправы.']","Сэндвич с беконом имеет dishVariation BLT, Вкусовые добавки, и является из Великобритании.",Id282,0.775364875793457,0.3473989864190419,0.6374625898569339,
16,1137,1137,RU,Phi4,,0.8,Food,"Бионико имеет country Мексика. Бионико имеет mainIngredient Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins. Бионико имеет region Халиско. Бионико имеет ingredient Изюм. ","['Бионико – это еда из Мексики, а ее основные ингредиенты - нарезанные фрукты, сметана, сгущенное молоко, гранола, кокосовая стружка и изюм. Бионико родом из региона Халиско.', 'Бионико, блюдо, найденное в районе Халиско в Мексике, содержит нарезанные фрукты, сметану, сгущеное молоко, гранолу, кокосовую стружку и изюм.', 'Бионико родом из региона Халиско в Мексике и имеет основные ингредиенты: нарезанные фрукты, сметану, сгущенное молока, гранолу, кокосовую стружку и изюм.']","Бионико — мексиканская компания, базирующаяся в регионе Халиско. Основными ингредиентами Бионико являются измельченные фрукты, соевое молоко, сгущенное молоко, гранола, измельченный кокос и клейстidina. В продукте также содержится изюм.",Id36,0.7954068779945374,0.4334711631139119,0.5295484492675974,
17,1283,1283,RU,Phi4,,0.8,Building,Индия имеет leader Т.С. Тхакур (муж). Амдавад ни Гуфа имеет country Индия. Индия имеет leader Самитра Махаджан (жен). ,"['Т.С. Тхакур и Самитра Махаджан являются лидерами в Индии, где находится Амдавад ни Гуфа.', 'Амдавад ни Гуфа находится в Индии, где лидерами являются Т.С. Тхакур и Самитра Махаджан.']","Индия под руководством Т.С. Тхакура (муж), а Амдавад ни Гуфа находится в Индии. Индия также имеет лидера по имени Самитра Махаджан (жен).",Id182,0.817901223897934,0.5806964039802551,0.5123435122085229,
18,1147,1147,RU,Phi4,,0.8,Food,Бионико имеет country Мексика. Мексика имеет leader Сильвано Ауреолес Конехо. Бионико имеет dishVariation Мёд. Бионико имеет course Десерт. ,"['Бионико это десерт, содержащий мед, встречающийся в Мексике, где лидером является Сильвано Ауреолес Конехо.']",Бионико - мексиканская кухня. Ведущим в Мексике является Сильвано Ауреолес Конехо. Мёд - типичное блюдо в меню Бионико. Это блюдо класса десерт.,Id46,0.8121880888938904,0.4552995562553406,0.4444011764194487,
19,1540,1540,RU,Phi4,,0.8,Airport,Антверпен (аэропорт) имеет elevationAboveTheSeaLevel 12.0. ,"['Международный аэропорт Антверпена находится в 12 метрах над уровнем моря.', 'Международный аэропорт Антверпена расположен на высоте 12,0 м над уровнем моря.']",Аэропорт Антверпен находится на высоте 12.0 метров над уровнем моря.,Id439,0.857394814491272,0.5349175930023193,0.8107534342419404,
20,3220,3220,RU,Phi4,,1.4,SportsTeam,Хорхе Умберто Родригес имеет club Исидро Метапан. ,"['Клуб Хорхе Умберто Родригеса - Исидро Метапан.', 'Хорхе Умберто Родригес играет в клубе ""Исидро Метапан"".', 'Хорхе Умберто Родригес был членом клуба Исидро Метапан.']",Хорхе Умберто Родригес является членом клуба Исидро Метапан.,Id1017,0.9092895785967507,0.7091803352038065,0.8567671178769384,
21,3106,3106,RU,Phi4,,1.4,ComicsCharacter,Джон Буссема имеет award Премия Айснера. ,['Джон Буссема получил премию Айснера.'],Джон Буссем награжден Премией Айснера.,Id903,0.8621553778648376,0.4534435272216797,0.5421853008970328,
22,2245,2245,RU,Phi4,,1.4,Food,арроз негре / черная паэлья имеет region Валенсия (автономное сообщество). арроз негре / черная паэлья имеет ingredient Каракатицы. ,"['Каракатицы - это ингредиент в арроз негре, который происходит из региона Валенсии.', 'Ингредиенты черной паэльи – каракатицы, блюдо родом из Валенсии.']","Ороз негре — это черная паэлья из региона Валенсия, которая использует каракатицы в качестве главного ингредиента.",Id42,0.8055183589458466,0.4082101136445999,0.5664955123735222,
23,2431,2431,RU,Phi4,,1.4,Building,Гуджарат имеет leader Анандибен Пател (жен). Амдавад ни Гуфа имеет location Ахмадабад. Амдавад ни Гуфа имеет location Гуджарат. ,"['Анандибен Пател - лидер Гуджарата, места расположения Амдавад ни Гуфа в Ахмедабаде.', 'Амдавад ни Гуфа находится в Ахмадабаде, Гуджарат. Лидером Гуджарата была Анандибен Пател.', 'Амдавад ни Гуфа находится в городе Ахмадабад, штат Гуджарат. Лидером Гуджарата является Анандибен Пател.']","Анандибен Пател является лидером Гуджарта, Ахмадабад расположен в Амдаваднигунфа, а Ахмадабад находится в Гуджарте.",Id228,0.8478825290997823,0.490391860405604,0.7433967365920109,
24,3007,3007,RU,Phi4,,1.4,Airport,Авиабаза Аль Асад имеет operatingOrganisation Военно-воздушные силы США. Военно-воздушные силы США имеет battle Корейская война. Военно-воздушные силы США имеет battle Операция «Несокрушимая свобода». ,"['Военно-воздушные силы США, которые являются управляющей организацией авиабазы Аль Асад, сражались в Корейской войне, а также в операции ""Несокрушимая Свобода"".', 'Военно-воздушные силы США, ветераны корейской войны и операции ""Несокрушимая Свобода"", управляли авиабазой Аль Асад.']","Авиабаза Аль Асад управляется Военно-воздушные силы США, которые участвовали в Корейской войне и операции «Несокрушимая свобода».",Id804,0.8832781314849854,0.5548074543476105,0.8011444509064065,
25,2885,2885,RU,Phi4,,1.4,Building,"Адэр Манор имеет country Ирландия. Адэр Манор имеет architect Пьюджин, Огастес Уэлби Нортмор. Пьюджин, Огастес Уэлби Нортмор имеет significantBuilding Вестминстерский дворец. Пьюджин, Огастес Уэлби Нортмор имеет birthPlace Блумсбери. Ирландия имеет leader Кенни, Энда. ","['Адэр Манор находится в Ирландии, лидером которой является Энда Кенни. Архитектор - Огастес Уэлби Нортмор Пьюджин, который родился в Блумсбери. Одним из значимых зданий, спроектированных Огастесом Уэлби Нортмором Пьюджином, является Вестминстерский дворец.', 'Адэр Манор находится в Ирландии, лидером которой является Энда Кенни. Ее архитектором был Огастес Уэлби Нортмор Пьюджин, который родился в Блумсбери. Еще одно значимое здание, спроектированное Пьюджином - Вестминстерский дворец.', 'Огастес Уэлби Нортмор Пьюджин родился в Блумсбери и был архитектором Адэр Манор в Ирландии, где лидером является Энда Кенни. Он также спроектировал выдающееся здание Вестминстерского дворца.']","Адэр Манор - это дом в стране Ирландия. Адэр Манор был спроектирован архитектором Пьюджином, которого также звали Агра Гамильтон Астор, Агра Огастеса Уэлби Нортмора. Здание Пьюджина, который также известен как архитект, имеет важное здание Вестминстерский дворец. Пьюджин, по настоящее время, известный как Гамильтон Кристи, был рожден в Блумсбери. Между тем, Ирландия имеет легоера по имени Кенни, более известного как Энда де Валера.",Id682,0.803263247013092,0.4348020752271016,0.4388326543266,
26,2474,2474,RU,Phi4,,1.4,Food,“Запеченная Аляска” имеет country Франция. “Запеченная Аляска” имеет ingredient Бисквит. ,"['“Запеченная Аляска” происходит из Франции, и один из ингредиентов блюда - бисквит.', 'Во Франции в качестве ингредиента ""Запеченной Аляски"" используют бисквитный корж.', '""Запеченная Аляска"" во Франции включает в себя ингредиент - бисквит.']","""Запеченная Аляска"" родом из Франции und enthält Biskuit als ein seiner Zutaten.",Id271,0.7104930877685547,0.2745394706726074,0.3980459145149779,
